col_A,col_B,col_C
zur Inhaltsübersicht,,
"Deutschlandatlas_GEM1224_b: Indikatoren auf Gemeindeebene, Gebietsstand zum 31.12.2024 ",,
GKZ1224,Gemeindename,"Indikatorkürzel: bev_dicht

Einwohner/-innen je km² im Jahr 2024"
7133026,Dorsheim,331.98
7133027,Duchroth,55.48
7133028,Eckenroth,217.59
7133030,Feilbingert,152.59
7133031,Frei-Laubersheim,105.87
7133032,Fürfeld,135.5
7133033,Gebroth,60.08
7133035,Guldental,189.76
7133036,Gutenberg,249.52
7133037,Hackenheim,502.55
7133038,Hahnenbach,191.04
7133039,Hallgarten,325.59
7133040,Hargesheim,1141.47
7133041,Heimweiler,45.2
7133042,Heinzenberg,14.87
7133043,Hennweiler,84.4
7133044,Hergenfeld,85.23
7133045,Hochstätten,119.49
7133046,Hochstetten-Dhaun,132.27
7133047,Horbach,21.35
7133048,Hüffelsheim,194.81
7133049,Hundsbach,47.73
7133050,Ippenschied,56.49
7133051,Jeckenbach,32.8
7133052,"Kirn, Stadt",517.3
7133053,Kirschroth,37.96
7133054,Langenlonsheim,365.83
7133055,Langenthal,31.37
7133056,Laubenheim,249.4
7133057,Lauschied,111.92
7133058,Lettweiler,34.18
7133059,Limbach,31.15
7133060,Löllbach,37.04
7133061,Mandel,146.45
7133062,Martinstein,725.64
7133063,Meckenbach,49.93
7133064,Meddersheim,99.7
7133065,"Meisenheim, Stadt",281.7
7133066,Merxheim,84.22
7133067,Monzingen,128.16
7133068,Münchwald,198.63
7133069,Neu-Bamberg,210.96
7133070,Niederhausen,108.82
7133071,Norheim,502.54
7133072,Nußbaum,80.89
7133073,Oberhausen bei Kirn,198.25
7133074,Oberhausen an der Nahe,107.85
7133075,Oberstreit,282.18
7133076,Odernheim am Glan,131.75
7133077,Otzweiler,63.02
7133078,Pfaffen-Schwabenheim,293.82
7133080,Pleitersheim,148.71
7133081,Raumbach,97.96
7133082,Rehbach,19
7133083,Rehborn,67.82
7133084,Reiffelbach,48.99
7133085,Roth,347.56
7133086,Roxheim,473.36
7133087,Rümmelsheim,473.7
7133088,Sankt Katharinen,223.53
7133089,Schloßböckelheim,78.57
7133090,Schmittweiler,30.47
7133091,Schöneberg,86.4
7133092,Schweinschied,21.57
7133093,Schweppenhausen,295.41
7133094,Seesbach,83.17
7133095,Seibersbach,90.16
7133096,Simmertal,233.54
7133098,Sommerloch,162.7
7133099,Spabrücken,72.97
7133100,Spall,13.07
7133101,Sponheim,53.1
7133102,Staudernheim,126.5
7133103,"Stromberg, Stadt",390.01
7133104,Tiefenthal,100
7133105,Traisen,215.63
7133106,Volxheim,232.18
7133107,Waldböckelheim,119.05
7133108,Waldlaubersheim,109.81
7133109,Wallhausen,157.57
7133110,Warmsroth,91.53
7133111,Weiler bei Monzingen,74.79
7133112,Weinsheim,189.56
7133113,Weitersborn,62.82
7133114,Windesheim,178.27
7133115,Winterbach,32.16
7133116,Winterburg,76.95
7133117,Rüdesheim,786.25
7133201,Bruschied,124.63
7133202,Kellenbach,30.81
7133203,Königsau,31.53
7133204,Schneppenbach,72.42
7133205,Schwarzerden,34.43
7133501,"Bad Sobernheim, Stadt",121.15
7134001,Abentheuer,69.77
7134002,Achtelsbach,38.87
7134003,Allenbach,23.43
7134004,Asbach,38.9
7134005,"Baumholder, Stadt",61.64
7134006,Bergen,46.74
7134007,Berglangenbach,81.29
7134008,Berschweiler bei Baumholder,81.08
7134009,Berschweiler bei Kirn,35.5
7134010,"Birkenfeld, Stadt",517.74
7134011,Börfink,20.34
7134012,Bollenbach,34.48
7134013,Breitenthal,94.29
7134014,Bruchweiler,65.56
7134015,Brücken,92.24
7134016,Buhlenberg,55.61
7134017,Bundenbach,113.77
7134018,Dambach,50.5
7134019,Dickesbach,83.57
7134020,Dienstweiler,50.52
7134021,Eckersweiler,47.7
7134022,Elchweiler,46.05
7134023,Ellenberg,43.56
7134024,Ellweiler,44.16
7134025,Fischbach,228.68
7134026,Fohren-Linden,46.67
7134027,Frauenberg,92.73
7134028,Gerach,108.3
7134029,Gimbweiler,71.61
7134030,Gösenroth,53.23
7134031,Gollenberg,38.15
7134032,Griebelschied,40.57
7134033,Hahnweiler,78.07
7134034,Hattgenstein,30.98
7134035,Hausen,33.67
7134036,Heimbach,151.77
7134037,Hellertshausen,27.21
7134038,Herborn,209.76
7134039,Herrstein,167.78
7134040,Hettenrodt,121.28
7134041,Hintertiefenbach,69.08
7134042,Hoppstädten-Weiersbach,187.4
7134043,Horbruch,69.56
7134044,Hottenbach,49.06
7134045,"Idar-Oberstein, Stadt",329.44
7134046,Kempfeld,78.81
7134047,Kirschweiler,216.16
7134048,Kronweiler,91.45
7134049,Krummenau,35.88
7134050,Leisel,61.22
7134051,Leitzweiler,35.43
7134052,Mackenrodt,71.72
7134053,Meckenbach,28.5
7134054,Mettweiler,42.36
7134055,Mittelreidenbach,148.22
7134056,Mörschied,68.69
7134057,Niederbrombach,67.03
7134058,Niederhambach,31.63
7134059,Niederhosenbach,39.57
7134060,Niederwörresbach,87.79
7134061,Nohen,47
7134062,Oberbrombach,58.9
7134063,Oberhambach,53.92
7134064,Oberhosenbach,29.23
7134065,Oberkirn,60.55
7134066,Oberreidenbach,53.66
7134067,Oberwörresbach,82.86
7134068,Reichenbach,45.86
7134069,Rhaunen,212.37
7134070,Rimsberg,40
7134071,Rinzenberg,28.08
7134072,Rötsweiler-Nockenthal,139.18
7134073,Rohrbach,68.98
7134074,Rückweiler,136.86
7134075,Ruschberg,106.58
7134076,Schauren,67.04
7134077,Schmidthachenbach,37.41
7134078,Schmißberg,121.43
7134079,Schwerbach,21.18
7134080,Schwollen,50.91
7134081,Sensweiler,48.41
7134082,Sien,64.86
7134083,Sienhachenbach,24.27
7134084,Siesbach,46.64
7134085,Sonnenberg-Winnenberg,147.39
7134086,Sonnschied,29.35
7134087,Stipshausen,74.57
7134088,Sulzbach,43.86
7134089,Veitsrodt,87.42
7134090,Vollmersbach,184.02
7134091,Weiden,31.15
7134092,Weitersbach,10.94
7134093,Wickenrodt,30.93
7134094,Wilzenberg-Hußweiler,45.36
7134095,Wirschweiler,28.92
7134502,Langweiler,46.29
7135001,Alf,130.28
7135002,Alflen,61.1
7135003,Altlay,78.09
7135004,Altstrimmig,37.08
7135005,Auderath,107.43
7135007,Beilstein,81.66
7135008,Beuren,40.86
7135009,Binningen,103.3
7135010,Blankenrath,365.58
7135011,Brachtendorf,99.18
7135012,Bremm,75.49
7135013,Briedel,32.36
7135014,Brieden,35.08
7135015,Briedern,96.91
7135016,Brohl,58.91
7135017,Bruttig-Fankel,77.66
7135018,Büchel,96.57
7135019,Bullay,414.07
7135020,"Cochem, Stadt",233.52
7135021,Dohr,123.66
7135022,Dünfus,88.92
7135023,Düngenheim,139.85
7135024,Ediger-Eller,46.82
7135025,Ellenz-Poltersdorf,109.43
7135026,Eppenberg,56.31
7135027,Ernst,133.89
7135028,Eulgem,60.8
7135029,Faid,125.94
7135030,Filz,26.45
7135031,Forst (Eifel),97.96
7135032,Forst (Hunsrück),18.81
7135033,Gamlen,97.67
7135034,Gevenich,98.31
7135035,Gillenbeuren,54.04
7135036,Greimersburg,70.08
7135037,Grenderich,45.71
7135038,Hambuch,152.18
7135039,Haserich,48.31
7135040,Hauroth,85.03
7135041,Hesweiler,51.08
7135042,Illerich,106.71
7135043,Kaifenheim,127.55
7135044,Kail,47.24
7135045,"Kaisersesch, Stadt",398.04
7135046,Kalenborn,45.85
7135048,Kliding,41.37
7135049,Klotten,76.12
7135051,Landkern,86.99
7135052,Laubach,182.4
7135053,Lieg,38.6
7135054,Liesenich,33.45
7135056,Lütz,50.55
7135057,Lutzerath,63.71
7135058,Masburg,116.54
7135060,Mesenich,100
7135061,Mittelstrimmig,35.57
7135062,Möntenich,26.72
7135064,Moritzheim,31.84
7135065,Moselkern,122.03
7135066,Müden (Mosel),85.31
7135067,Müllenbach,156.67
7135068,Neef,62.19
7135069,Nehren,144.74
7135070,Panzweiler,68.57
7135071,Peterswald-Löffelscheid,48.01
7135072,Pommern,72.87
7135073,Pünderich,151.01
7135074,Reidenhausen,88.83
7135075,Roes,71.66
7135076,Sankt Aldegund,81.1
7135077,Schauren,135.41
7135078,Schmitt,44.28
7135079,Senheim,44.76
7135080,Sosberg,37.08
7135081,Tellig,252.89
7135082,Treis-Karden,67.58
7135083,"Ulmen, Stadt",119.42
7135084,Urmersbach,108.31
7135085,Urschmitt,31.47
7135086,Valwig,76.49
7135087,Wagenhausen,35
7135088,Walhausen,91.63
7135089,Weiler,36.43
7135090,Wirfus,50.54
7135091,Wollmerath,49.88
7135092,"Zell (Mosel), Stadt",88.83
7135093,Zettingen,75.41
7135501,Bad Bertrich,117.11
7135502,Leienkaul,114.77
7137001,Acht,21.9
7137003,"Andernach, Stadt",563.16
7137004,Anschau,55.53
7137006,Arft,39.62
7137007,Baar,62.01
7137008,Bell,127.19
7137011,Bermel,48.57
7137014,Boos,58.48
7137019,Ditscheid,57.81
7137023,Einig,47.57
7137025,Ettringen,314.1
7137027,Gappenach,100.28
7137029,Gering,142.76
7137030,Gierschnach,83.18
7137034,Hausten,108.15
7137035,Herresbach,56.08
7137036,Hirten,100.8
7137041,Kalt,84.14
7137043,Kehrig,120.81
7137048,Kerben,112.95
7137049,Kirchwald,105.68
7137053,Kollig,124.55
7137055,Kottenheim,413.96
7137056,Kretz,175.6
7137057,Kruft,263.3
7137060,Langenfeld,143.95
7137061,Langscheid,33.86
7137063,Lind,19.42
7137065,Lonnig,220.55
7137066,Luxem,66.73
7137068,"Mayen, Stadt",338.77
7137069,"Mendig, Stadt",380.38
7137070,Mertloch,130.16
7137074,Monreal,51.16
7137077,Münk,50.1
7137079,Nachtsheim,76.73
7137080,Naunheim,74.02
7137081,Nickenich,223.22
7137086,Ochtendung,223.58
7137087,Pillig,77.58
7137088,Plaidt,639.3
7137089,"Polch, Stadt",232.74
7137092,Reudelsterz,96.19
7137093,Rieden,132.64
7137095,Rüber,156.33
7137096,Saffig,316.93
7137097,Sankt Johann,220.14
7137099,Siebenbach,56.6
7137101,Thür,189.09
7137102,Trimbs,139.78
7137105,Virneburg,71.08
7137106,Volkesfeld,212.4
7137110,Weiler,68.4
7137112,Welling,139.3
7137113,Welschenbach,17.2
7137114,Wierschem,40.53
7137201,Alken,84.49
7137202,Bassenheim,202.24
7137203,"Bendorf, Stadt",734.91
7137204,Brey,231.27
7137205,Brodenbach,72.7
7137206,Burgen,67.05
7137207,Dieblich,146.11
7137208,Hatzenport,156.27
7137209,Kaltenengers,715.96
7137211,Kettig,453.09
7137212,Kobern-Gondorf,105
7137214,Löf,274.16
7137215,Macken,44.25
7137216,"Mülheim-Kärlich, Stadt",679.6
7137217,Niederfell,81.49
7137218,Niederwerth,414.8
7137219,Nörtershausen,203.53
7137220,Oberfell,210.44
7137221,"Rhens, Stadt",180.87
7137222,Sankt Sebastian,920.83
7137223,Spay,696.65
7137224,Urbar,918.21
7137225,Urmitz,894.69
7137226,"Vallendar, Stadt",685.48
7137227,Waldesch,680.48
7137228,"Weißenthurm, Stadt",2260.65
7137229,Weitersburg,371.15
7137230,Winningen,359.4
7137231,Wolken,397.2
7137501,"Münstermaifeld, Stadt",122.22
7137504,Lehmen,123.41
7138002,Anhausen,147.01
7138003,Asbach,202.36
7138004,"Bad Hönningen, Stadt",316.33
7138005,Bonefeld,180.38
7138006,Breitscheid,184.45
7138007,Hausen (Wied),238.34
7138008,Bruchhausen,378.29
7138009,Dattenberg,162.49
7138010,Datzeroth,35.96
7138011,Dernbach,198.55
7138012,"Dierdorf, Stadt",193.62
7138013,Döttesfeld,112.16
7138014,Dürrholz,195.22
7138015,Ehlscheid,249.92
7138019,Erpel,277.31
7138023,Großmaischeid,150.64
7138024,Hammerstein,48.82
7138025,Hanroth,267.49
7138026,Hardert,244.19
7138027,Harschbach,198.62
7138030,Hümmerich,192.27
7138031,Isenburg,138.85
7138034,Kleinmaischeid,188.27
7138036,Kurtscheid,199.22
7138037,Leubsdorf,158.81
7138038,Leutesdorf,172.98
7138040,Linkenbach,116.02
7138041,"Linz am Rhein, Stadt",348.44
7138042,Meinborn,130.52
7138043,Melsbach,700
7138044,Neustadt (Wied),182.24
7138045,"Neuwied, Stadt",775.53
7138047,Niederbreitbach,178.66
7138048,Niederhofen,349.28
7138050,Niederwambach,66.52
7138052,Oberdreis,99.11
7138053,Oberhonnefeld-Gierend,264.74
7138054,Oberraden,153.81
7138055,Ockenfels,639.16
7138057,Puderbach,230.67
7138058,Ratzert,91.04
7138059,Raubach,265.94
7138061,Rengsdorf,434.3
7138062,Rheinbreitbach,677.81
7138063,Rheinbrohl,245.23
7138064,Rodenbach bei Puderbach,103.78
7138065,Roßbach,225.63
7138066,Rüscheid,169.59
7138068,Sankt Katharinen (Landkreis Neuwied),248.12
7138069,Stebach,148.74
7138070,Steimel,228.44
7138071,Straßenhaus,194.59
7138072,Thalhausen,210.14
7138073,"Unkel, Stadt",619
7138074,Urbach,129.85
7138075,Vettelschoß,538.06
7138076,Waldbreitbach,304.23
7138077,Windhagen,350.65
7138078,Woldert,110.74
7138080,Buchholz (Westerwald),227.35
7138201,Marienhausen,96.91
7138501,Kasbach-Ohlenberg,300.42
7140001,Alterkülz,49.21
7140002,Altweidelbach,70.98
7140003,Argenthal,60.16
7140005,Badenhard,52.16
7140006,Bärenbach,94.62
7140007,Belg,25.47
7140008,Belgweiler,55.75
7140009,Bell (Hunsrück),62.85
7140010,Beltheim,77.87
7140011,Benzweiler,64.26
7140012,Bergenhausen,42.54
7140014,Bickenbach,56.72
7140015,Biebern,76.34
7140016,Birkheim,59.57
7140018,Braunshorn,95.85
7140020,Bubach,33.94
7140021,Buch,63.94
7140023,Budenbach,56.41
7140024,Büchenbeuren,303.83
7140025,Damscheid,43.76
7140027,Dichtelbach,113.22
7140028,Dickenschied,120.99
7140029,Dill,37.84
7140030,Dillendorf,86.29
7140031,Dörth,107.57
7140035,Ellern (Hunsrück),95.4
7140036,"Emmelshausen, Stadt",618.63
7140037,Erbach,157.36
7140039,Fronhofen,65.5
7140040,Gehlweiler,47.33
7140041,Gemünden,121.95
7140042,Gödenroth,65.64
7140043,Gondershausen,97.77
7140044,Hahn,17.2
7140045,Halsenbach,128.72
7140046,Hasselbach,48.02
7140047,Hausbay,74.38
7140048,Hecken,28.28
7140049,Heinzenbach,127.49
7140050,Henau,23.17
7140053,Hirschfeld (Hunsrück),55.99
7140055,Hollnich,133.92
7140056,Holzbach,118.09
7140058,Horn,55.54
7140060,Hungenroth,45.96
7140062,Kappel,35.54
7140063,Karbach,128.57
7140064,"Kastellaun, Stadt",680.38
7140065,Keidelheim,123.16
7140067,"Kirchberg (Hunsrück), Stadt",232.08
7140068,Kisselbach,65.94
7140070,Klosterkumbd,37.65
7140071,Kludenbach,42.36
7140073,Korweiler,33.33
7140075,Kratzenburg,57.43
7140076,Külz (Hunsrück),69.8
7140077,Kümbdchen,151.09
7140079,Laubach,43.81
7140080,Laudert,76.18
7140081,Laufersweiler,116.49
7140082,Lautzenhausen,226.67
7140084,Leiningen,122.09
7140085,Liebshausen,86.32
7140086,Lindenschied,58.99
7140087,Lingerhahn,88.31
7140089,Maisborn,94.56
7140090,Maitzborn,34.92
7140092,Mengerschied,75.55
7140093,Mermuth,47.97
7140094,Metzenhausen,31.61
7140095,Michelbach,85.36
7140096,Mörschbach,55.67
7140098,Mühlpfad,46.04
7140099,Mutterschied,152.77
7140100,Nannhausen,102.48
7140101,Neuerkirch,63.26
7140102,Ney,67.68
7140104,Niederburg,96.33
7140105,Nieder Kostenz,50.49
7140106,Niederkumbd,147.58
7140107,Niedersohren,112.82
7140108,Niedert,53.85
7140109,Niederweiler,87.11
7140110,Norath,149.09
7140111,Ober Kostenz,43.84
7140112,"Oberwesel, Stadt",162.56
7140113,Ohlweiler,82.35
7140115,Oppertshausen,82.24
7140116,Perscheid,17.13
7140117,Pfalzfeld,116.89
7140118,Pleizenhausen,77.23
7140119,Ravengiersburg,53.73
7140120,Raversbeuren,27.24
7140121,Rayerschied,44.22
7140122,Reckershausen,46.89
7140123,Reich,72.9
7140125,"Rheinböllen, Stadt",262.59
7140126,Riegenroth,74.52
7140127,Riesweiler,48.13
7140128,Rödelhausen,48.05
7140129,Rödern,73.53
7140130,Rohrbach,42.71
7140131,Roth,66.49
7140133,"Sankt Goar, Stadt",122.87
7140134,Sargenroth,33.64
7140135,Schlierschied,19.91
7140138,Schnorbach,75.44
7140139,Schönborn,72.56
7140140,Schwall,184.27
7140141,Schwarzen,38.14
7140144,"Simmern/ Hunsrück, Stadt",685.2
7140145,Sohren,338
7140146,Sohrschied,26.46
7140147,Spesenroth,49.86
7140148,Steinbach,51.92
7140149,Thörlingen,61.06
7140150,Tiefenbach,133.91
7140151,Todenroth,56.41
7140153,Uhler,64.16
7140154,Unzenberg,80.87
7140155,Urbar,191.83
7140156,Utzenhain,24.49
7140158,Wahlbach,43.09
7140159,Wahlenau,49.55
7140161,Wiebelsheim,82.29
7140163,Womrath,22.29
7140164,Woppenroth,24.94
7140165,Würrich,37.41
7140166,Wüschheim,82.05
7140201,Beulich,36.67
7140202,Dommershausen,44.88
7140204,Mastershausen,83.59
7140205,Morshausen,43.44
7140501,"Boppard, Stadt",210.62
7140502,Lahr,46.11
7140503,Mörsdorf,35.69
7140504,Zilshausen,40.72
7141001,Allendorf,193.07
7141002,Altendiez,235.9
7141003,Attenhausen,70.77
7141004,Auel,66.79
7141005,Aull,179.72
7141006,"Bad Ems, Stadt",650.88
7141008,Becheln,148.42
7141009,Berg,76.51
7141010,Berghausen,65.98
7141011,Berndroth,64.09
7141012,Bettendorf,102.47
7141013,Biebrich,95.36
7141014,Birlenbach,407.92
7141015,Bogel,153.75
7141016,Bornich,77.21
7141018,Bremberg,43.66
7141019,Buch,147.23
7141020,Burgschwalbach,117.39
7141021,Charlottenberg,190.79
7141022,Cramberg,92.95
7141023,Dachsenhausen,96.74
7141024,Dahlheim,120.38
7141025,Dausenau,129.13
7141026,Dessighofen,55.18
7141027,Dienethal,161.87
7141029,"Diez, Stadt",920.87
7141030,Dörnberg,79.76
7141031,Dörscheid,41.9
7141032,Dörsdorf,86.04
7141033,Dornholzhausen,52.28
7141034,Ebertshausen,50.97
7141035,Ehr,71.9
7141036,Eisighofen,54.51
7141037,Endlichhofen,65.63
7141038,Eppenrod,104.58
7141039,Ergeshausen,59.56
7141040,Eschbach,66.28
7141041,Fachbach,585.2
7141042,Filsen,347.57
7141043,Flacht,217.79
7141044,Frücht,103.25
7141045,Geilnau,159.38
7141046,Geisig,93.86
7141047,Gemmerich,81.3
7141049,Gückingen,485.04
7141050,Gutenacker,96.87
7141051,Hahnstätten,279.44
7141052,Hambach,180.8
7141053,Heistenbach,198.86
7141054,Herold,94.13
7141055,Himmighofen,66
7141057,Hirschberg,163.6
7141058,Hömberg,66.8
7141059,Holzappel,400
7141060,Holzhausen an der Haide,142.57
7141061,Holzheim,176.35
7141062,Horhausen,56.59
7141063,Hunzel,61.19
7141064,Isselbach,53.69
7141065,Kaltenholzhausen,91.09
7141066,Kamp-Bornhofen,132.16
7141067,Kasdorf,57.64
7141068,"Katzenelnbogen, Stadt",249.13
7141069,"Kaub, Stadt",60.38
7141070,Kehlbach,83.57
7141071,Kemmenau,136.51
7141072,Kestert,92.44
7141073,Klingelbach,151.36
7141074,Kördorf,71.83
7141075,"Lahnstein, Stadt",497.58
7141076,Langenscheid,58.79
7141077,Laurenburg,122.69
7141078,Lautert,71.91
7141079,Lierschied,78.32
7141080,Lipporn,56.99
7141081,Lohrheim,146.9
7141082,Lollschied,44.25
7141083,Lykershausen,66.27
7141084,Marienfels,83.59
7141085,Miehlen,135.64
7141086,Miellen,168.93
7141087,Misselberg,114.86
7141088,Mittelfischbach,85.87
7141089,Mudershausen,95.97
7141091,"Nassau, Stadt",275.78
7141092,"Nastätten, Stadt",351.57
7141093,Netzbach,106.49
7141094,Niederbachheim,90.44
7141095,Niederneisen,185.39
7141096,Niedertiefenbach,45.02
7141097,Niederwallmenach,60.58
7141098,Nievern,248.01
7141099,Nochern,66.1
7141100,Oberbachheim,72.28
7141101,Oberfischbach,29.11
7141102,Oberneisen,158.72
7141103,Obernhof,99.22
7141104,Obertiefenbach,66.38
7141105,Oberwallmenach,62.7
7141106,Oberwies,73.27
7141107,Oelsberg,142.54
7141108,Osterspai,95.39
7141109,Patersberg,125.66
7141110,Hainau,49.55
7141111,Pohl,82.27
7141112,Prath,71.13
7141113,Reckenroth,68.97
7141114,Reichenberg,52.94
7141115,Reitzenhain,62.19
7141116,Rettershain,61.33
7141117,Rettert,79.79
7141118,Roth,57.94
7141120,Ruppertshofen,73.85
7141121,"Sankt Goarshausen, Loreleystadt, Stadt",176.77
7141122,Sauerthal,39.5
7141124,Scheidt,143.03
7141125,Schiesheim,197.2
7141126,Schönborn,60.8
7141127,Schweighausen,63.39
7141128,Seelbach,62.62
7141129,Singhofen,113.78
7141130,Steinsberg,83.79
7141131,Strüth,67.6
7141132,Sulzbach,83.86
7141133,Wasenbach,133.75
7141134,Weidenbach,49.55
7141135,Weinähr,129.41
7141136,Weisel,76.34
7141137,Welterod,46.63
7141138,Weyer,80.63
7141139,Winden,105.76
7141140,Winterwerb,51.36
7141141,Zimmerschied,44.5
7141201,Arzbach,173.99
7141501,"Braubach, Stadt",153.95
7141502,Diethardt,50.9
7141503,Balduinstein,111.82
7143001,Alsbach,135.31
7143003,Bannberscheid,372.19
7143005,Boden,290.43
7143006,Breitenau,122.22
7143007,Caan,193.91
7143008,Daubach,190.44
7143009,Deesen,227.94
7143010,Dernbach (Westerwald),289.16
7143011,Dreikirchen,273.85
7143012,Ebernhahn,393.66
7143013,Eitelborn,349.16
7143015,Ellenhausen,153.68
7143018,Freilingen,194.55
7143019,Freirachdorf,163.32
7143020,Gackenbach,114.74
7143021,Girod,162.33
7143022,Goddert,185.77
7143023,Görgeshausen,302.46
7143024,Großholbach,245.15
7143025,Hartenfels,96.22
7143026,Heilberscheid,98.74
7143027,Heiligenroth,243.91
7143028,Helferskirchen,247.2
7143029,Herschbach,191.74
7143030,Hilgert,331.73
7143031,Hillscheid,173.58
7143032,"Höhr-Grenzhausen, Stadt",592.88
7143033,Holler,222.74
7143034,Horbach,178.88
7143036,Hübingen,144.38
7143037,Hundsangen,253.74
7143038,Hundsdorf,334.29
7143039,Kadenbach,286.74
7143040,Kammerforst,199.25
7143041,Krümmel,137.56
7143042,Leuterod,219.85
7143044,Marienrachdorf,206.96
7143045,Maroth,75.51
7143046,Maxsain,74.61
7143047,Mogendorf,314.93
7143048,"Montabaur, Stadt",440.75
7143049,Moschheim,221.51
7143050,Nauort,365.73
7143051,Nentershausen,275.36
7143052,Neuhäusel,1214.97
7143053,Niederelbert,171.51
7143054,Niedererbach,232.43
7143055,Nomborn,166
7143056,Nordhofen,136.27
7143057,Oberelbert,345.8
7143058,Obererbach,193.46
7143059,Oberhaid,202.6
7143060,Ötzingen,228.93
7143061,Quirnbach,158.44
7143062,"Ransbach-Baumbach, Stadt",672.92
7143064,Rückeroth,134.01
7143065,Ruppach-Goldhausen,278.18
7143066,Schenkelberg,180.06
7143067,"Selters (Westerwald), Stadt",333.56
7143068,Sessenbach,185.3
7143069,Sessenhausen,157.85
7143070,Siershahn,668.78
7143071,Simmern,168.76
7143072,Stahlhofen,247.99
7143073,Staudt,481.89
7143074,Steinefrenz,153.61
7143075,Steinen,52.02
7143077,Untershausen,268.23
7143078,Vielbach,126.99
7143079,Welschneudorf,124.97
7143080,Weroth,222.13
7143081,"Wirges, Stadt",563.2
7143082,Wirscheid,129.48
7143084,Wittgert,135.9
7143085,Wölferlingen,57.21
7143200,Ailertchen,118.1
7143202,Alpenrod,134.27
7143203,Arnshöfen,60.88
7143204,Astert,108.79
7143205,Atzelgift,233.21
7143206,"Bad Marienberg (Westerwald), Stadt",612.66
7143207,Bellingen,146.39
7143208,Berod bei Wallmerod,141.33
7143209,Berzhahn,154.13
7143210,Bilkheim,174.81
7143211,Bölsberg,156.16
7143212,Borod,174.13
7143213,Brandscheid,163.7
7143214,Bretthausen,62.43
7143215,Dreifelden,55.49
7143216,Dreisbach,125.54
7143218,Elsoff (Westerwald),104.03
7143219,Enspel,195.21
7143220,Ettinghausen,142.44
7143221,Ewighausen,92.91
7143222,Fehl-Ritzhausen,197.01
7143223,Gehlert,117.88
7143224,Gemünden,196.72
7143225,Giesenhausen,68.17
7143226,Girkenroth,219.13
7143227,Großseifen,410.53
7143228,Guckheim,264.46
7143229,"Hachenburg, Stadt",295.66
7143230,Härtlingen,121.56
7143231,Hahn bei Marienberg,206.82
7143232,Hahn am See,107.3
7143233,Halbs,166.51
7143234,Hardt,242.55
7143235,Hattert,154.63
7143236,Heimborn,75.73
7143237,Hellenhahn-Schellenberg,167.86
7143238,Hergenroth,241.8
7143239,Herschbach (Oberwesterwald),204.97
7143240,Heuzert,56.48
7143241,Höchstenbach,124.91
7143242,Höhn,235.23
7143243,Hof,163
7143244,Homberg,87.5
7143245,Hüblingen,65.11
7143246,Irmtraut,178.32
7143247,Kaden,263.84
7143248,Kirburg,148.77
7143249,Kölbingen,249.63
7143250,Kroppach,196.76
7143251,Kuhnhöfen,88.62
7143252,Kundert,86.58
7143253,Langenbach bei Kirburg,200.54
7143254,Langenhahn,238.09
7143255,Lautzenbrücken,104.67
7143256,Liebenscheid,79.26
7143257,Limbach,111.65
7143258,Linden,59.92
7143259,Lochum,63.23
7143260,Luckenbach,190.3
7143261,Marzhausen,83.88
7143262,Merkelbach,172.27
7143263,Meudt,128.41
7143264,Mörlen,175.97
7143265,Mörsbach,67.51
7143266,Molsberg,117.81
7143267,Mudenbach,159.41
7143268,Mündersbach,84.52
7143269,Müschenbach,273.22
7143270,Neunkhausen,128.61
7143271,Neunkirchen,84.72
7143272,Neustadt/ Westerwald,203.21
7143273,Niederahr,208.96
7143274,Niederroßbach,166.06
7143275,Niedersayn,61.07
7143276,Nister,199.26
7143277,Nisterau,255.83
7143278,Nister-Möhrendorf,104.04
7143279,Nistertal,304.06
